Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,"3,200 cc",189 л.с.,180 km/h,10.5 сек,3 420 000 - 3 800 000 руб.,Diesel,7,441 Nm
Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,"2,400 cc",181 л.с.,177 km/h,10.5 сек,2 280 000 - 2 660 000 руб.,Diesel,5,430 Nm
Mitsubishi,Space Star,1.2L MIVEC,"1,200 cc",78 л.с.,170 km/h,12.0 сек,1 140 000 - 1 292 000 руб.,Petrol,5,100 Nm
Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,"1,600 - 2,000 cc",117 - 148 л.с.,200 km/h,10.0 сек,1 520 000 - 1 900 000 руб.,Petrol,5,154 - 197 Nm
Mitsubishi,Montero Sport,2.4L Diesel Turbo,"2,400 cc",181 л.с.,180 km/h,11.0 сек,2 660 000 - 3 040 000 руб.,Diesel,7,430 Nm
Mitsubishi,Attrage,1.2L MIVEC,"1,200 cc",78 л.с.,170 km/h,12.5 сек,1 140 000 - 1 292 000 руб.,Petrol,5,100 Nm
Mitsubishi,RVR SE,2.0L MIVEC,"2,000 cc",148 л.с.,190 km/h,10.5 сек,1 748 000 - 1 900 000 руб.,Petrol,5,197 Nm
Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,"2,000 - 2,200 cc",145 л.с.,175 km/h,11.5 сек,2 280 000 - 2 660 000 руб.,Diesel,7,360 Nm
Mitsubishi,Canter (Truck),3.0L Diesel,"3,000 cc",150 л.с.,120 km/h,,2 660 000 - 3 420 000 руб.,Diesel,2,370 Nm
Mitsubishi,Lancer GLX,1.6L MIVEC,"1,600 cc",115 л.с.,190 km/h,11.5 сек,1 292 000 - 1 520 000 руб.,Petrol,5,154 Nm
Mitsubishi,Pajero GLS,3.2L Diesel Turbo,"3,200 cc",189 л.с.,180 km/h,10.5 сек,3 420 000 - 3 800 000 руб.,Diesel,7,441 Nm
Mitsubishi,Xpander Cross,1.5L MIVEC,"1,500 cc",105 л.с.,170 km/h,12.0 сек,1 520 000 - 1 900 000 руб.,Petrol,7,141 Nm
Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,"2,400 cc",188 л.с.,180 km/h,10.5 сек,2 660 000 - 3 040 000 руб.,Plug-in Hybrid,5,199 Nm
Mitsubishi,Outlander ES,2.5L 4-Cylinder,"2,500 cc",181 л.с.,190 km/h,9.5 сек,2 128 000 - 2 280 000 руб.,Petrol,7,245 Nm
Mitsubishi,Montero GLX,2.4L Diesel Turbo,"2,400 cc",181 л.с.,180 km/h,11.0 сек,2 660 000 - 3 040 000 руб.,Diesel,7,430 Nm
Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,"2,400 cc",181 л.с.,177 km/h,10.5 сек,2 052 000 - 2 660 000 руб.,Diesel,5,430 Nm
Mitsubishi,ASX Dynamic,2.0L MIVEC,"2,000 cc",148 л.с.,190 km/h,10.0 сек,1 900 000 - 2 128 000 руб.,Petrol,5,197 Nm
Mitsubishi,Mirage ES,1.2L MIVEC,"1,200 cc",78 л.с.,170 km/h,12.5 сек,1 140 000 - 1 292 000 руб.,Petrol,5,100 Nm
Mitsubishi,Outlander LE,2.5L 4-Cylinder,"2,500 cc",181 л.с.,190 km/h,9.5 сек,2 280 000 - 2 660 000 руб.,Petrol,7,245 Nm
Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,"7,500 cc",240 л.с.,120 km/h,,5 320 000 - 6 840 000 руб.,Diesel,2,686 Nm
Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,"3,000 cc",150 л.с.,120 km/h,,3 800 000 - 4 560 000 руб.,Diesel Hybrid,2,370 Nm
Mitsubishi,Space Runner,1.8L MIVEC,"1,800 cc",140 л.с.,185 km/h,10.5 сек,1 520 000 - 1 748 000 руб.,Petrol,5,170 Nm
Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660 cc,52 л.с.,130 km/h,15.0 сек,760 000 - 912 000 руб.,Petrol,4,60 Nm
Mitsubishi,Chariot,2.0L MIVEC,"2,000 cc",140 л.с.,185 km/h,10.5 сек,1 520 000 - 1 748 000 руб.,Petrol,7,170 Nm
Mitsubishi,Lancer SE Limited,2.0L MIVEC,"2,000 cc",148 л.с.,200 km/h,10.0 сек,1 520 000 - 1 900 000 руб.,Petrol,5,197 Nm
Mitsubishi,Pajero SWB (Short Wheel Base),3.2L Diesel Turbo,"3,200 cc",189 л.с.,180 km/h,10.5 сек,3 420 000 - 3 800 000 руб.,Diesel,5,441 Nm
Mitsubishi,Delica Space Gear,2.4L Petrol,"2,400 cc",145 л.с.,170 km/h,13.0 сек,2 280 000 - 2 660 000 руб.,Petrol,7,206 Nm
Mitsubishi,i (Kei Car),0.7L 3-Cylinder,660 cc,64 л.с.,130 km/h,15.5 сек,912 000 - 1 140 000 руб.,Petrol,4,94 Nm
Mitsubishi,Dion,2.0L 4-Cylinder,"2,000 cc",135 л.с.,180 km/h,11.5 сек,1 140 000 - 1 368 000 руб.,Petrol,7,181 Nm
Mitsubishi,Airtrek,2.4L 4-Cylinder,"2,400 cc",160 л.с.,190 km/h,11.0 сек,1 520 000 - 1 900 000 руб.,Petrol,5,214 Nm
Mitsubishi,eK Space,0.7L 3-Cylinder,660 cc,52 л.с.,130 km/h,15.0 сек,760 000 - 912 000 руб.,Petrol,4,60 Nm
Mitsubishi,eK X,0.7L 3-Cylinder,660 cc,64 л.с.,140 km/h,13.5 сек,912 000 - 1 140 000 руб.,Petrol,4,94 Nm
Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,"1,500 cc",147 л.с.,200 km/h,9.5 сек,1 900 000 - 2 280 000 руб.,Petrol,4,210 Nm
Mitsubishi,Galant Fortis,2.0L MIVEC,"2,000 cc",154 л.с.,200 km/h,10.0 сек,1 368 000 - 1 672 000 руб.,Petrol,5,200 Nm
Mitsubishi,Endeavor,3.8L V6,"3,800 cc",225 л.с.,190 km/h,9.5 сек,2 128 000 - 2 660 000 руб.,Petrol,5,343 Nm
Mitsubishi,Grand Lancer,1.8L MIVEC,"1,800 cc",138 л.с.,190 km/h,11.5 сек,1 520 000 - 1 900 000 руб.,Petrol,5,173 Nm
Mitsubishi,Sigma,3.0L V6,"3,000 cc",210 л.с.,220 km/h,8.5 сек,2 660 000 - 3 040 000 руб.,Petrol,5,270 Nm
Mitsubishi,Town Box,0.7L 3-Cylinder,660 cc,48 л.с.,120 km/h,16.0 сек,760 000 - 912 000 руб.,Petrol,4,60 Nm
Mitsubishi,Minicab MiEV,Electric Motor,16 kWh battery,64 л.с.,100 km/h,,1 368 000 - 1 520 000 руб.,Electric,2,196 Nm
Mazda,Mazda3,2.0L SkyActiv-G,"2,000 cc",155 л.с.,200 km/h,8.9 сек,1 672 000 - 1 976 000 руб.,Petrol,5,213 Nm
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,"2,500 cc",186 л.с.,210 km/h,8.3 сек,1 824 000 - 2 128 000 руб.,Petrol,5,252 Nm
Mazda,Mazda6,2.5L Turbocharged,"2,500 cc",250 л.с.,240 km/h,6.4 сек,2 052 000 - 2 660 000 руб.,Petrol,5,420 Nm
Mazda,CX-3,2.0L SkyActiv-G,"2,000 cc",146 л.с.,180 km/h,9.5 сек,1 596 000 - 1 900 000 руб.,Petrol,5,197 Nm
Mazda,CX-30,2.5L SkyActiv-G,"2,500 cc",186 л.с.,204 km/h,8.7 сек,1 748 000 - 2 128 000 руб.,Petrol,5,252 Nm
Mazda,CX-5,2.5L SkyActiv-G,"2,500 cc",187 л.с.,200 km/h,8.8 сек,1 976 000 - 2 432 000 руб.,Petrol,5,252 Nm
Mazda,CX-50,2.5L Turbocharged,"2,500 cc",256 л.с.,220 km/h,6.9 сек,2 204 000 - 2 736 000 руб.,Petrol,5,434 Nm
Mazda,CX-8,2.2L Diesel,"2,200 cc",187 л.с.,200 km/h,9.2 сек,2 736 000 - 3 192 000 руб.,Diesel,7,450 Nm
Mazda,CX-9,2.5L Turbocharged,"2,500 cc",250 л.с.,210 km/h,7.2 сек,2 888 000 - 3 420 000 руб.,Petrol,7,420 Nm
Mazda,CX-90,3.3L Inline-6 Turbo,"3,300 cc",340 л.с.,240 km/h,6.2 сек,3 800 000 - 4 560 000 руб.,Petrol,7,500 Nm
Mazda,MX-5 Miata,2.0L SkyActiv-G,"2,000 cc",181 л.с.,225 km/h,6.5 сек,2 052 000 - 2 508 000 руб.,Petrol,2,205 Nm
Mazda,MX-5 Miata RF,2.0L SkyActiv-G,"2,000 cc",181 л.с.,225 km/h,6.5 сек,2 508 000 - 3 040 000 руб.,Petrol,2,205 Nm
Mazda,MX-30 Electric,Electric Motor,35.5 kWh battery,143 л.с.,140 km/h,9.7 сек,2 508 000 - 2 812 000 руб.,Electric,5,271 Nm
Mazda,CX-4,2.0L SkyActiv-G,"2,000 cc",158 л.с.,190 km/h,9.6 сек,1 672 000 - 2 128 000 руб.,Petrol,5,202 Nm
Mazda,CX-7,2.3L Turbocharged,"2,300 cc",244 л.с.,210 km/h,7.9 сек,2 128 000 - 2 508 000 руб.,Petrol,5,350 Nm
Mazda,Tribute,3.0L V6,"3,000 cc",200 л.с.,190 km/h,9.0 сек,1 824 000 - 2 280 000 руб.,Petrol,5,270 Nm
Mazda,B-Series Pickup,2.5L Diesel,"2,500 cc",143 л.с.,170 km/h,11.5 сек,1 520 000 - 1 900 000 руб.,Diesel,5,330 Nm
Mazda,BT-50,3.2L Turbo Diesel,"3,200 cc",200 л.с.,180 km/h,10.0 сек,2 052 000 - 2 660 000 руб.,Diesel,5,470 Nm
Mazda,RX-7,1.3L Rotary Twin-Turbo,"1,300 cc",276 л.с.,250 km/h,5.5 сек,2 280 000 - 3 800 000 руб.,Petrol,4,314 Nm
Mazda,RX-3,1.2L Rotary,"1,200 cc",110 л.с.,180 km/h,8.9 сек,1 140 000 - 1 520 000 руб.,Petrol,4,145 Nm
Mazda,RX-Vision Concept,Rotary SkyActiv-R,,400 л.с. (est.),300 km/h (est.),,N/A (Concept Only) руб.,Petrol (Hybrid),2,
Mazda,323F,1.6L Inline-4,"1,600 cc",105 л.с.,180 km/h,10.5 сек,1 064 000 - 1 368 000 руб.,Petrol,5,145 Nm
Mazda,Familia Sedan,1.5L Inline-4,"1,500 cc",100 л.с.,175 km/h,11.0 сек,912 000 - 1 216 000 руб.,Petrol,5,135 Nm
Mazda,Premacy,2.0L Inline-4,"2,000 cc",138 л.с.,190 km/h,9.8 сек,1 368 000 - 1 824 000 руб.,Petrol,7,180 Nm
Mazda,Demio,1.5L SkyActiv-G,"1,500 cc",108 л.с.,180 km/h,10.2 сек,988 000 - 1 368 000 руб.,Petrol,5,142 Nm
Mazda,Millenia,2.3L Miller Cycle V6,"2,300 cc",210 л.с.,215 km/h,8.2 сек,1 900 000 - 2 280 000 руб.,Petrol,5,280 Nm
Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,"2,000 cc",280 л.с.,240 km/h,6.0 сек,3 040 000 - 3 800 000 руб.,Petrol,4,300 Nm
Mazda,Atenza,2.5L SkyActiv-G,"2,500 cc",192 л.с.,210 km/h,8.5 сек,1 672 000 - 2 128 000 руб.,Petrol,5,252 Nm
Mazda,Roadpacer AP,1.3L Rotary,"1,300 cc",130 л.с.,170 km/h,11.5 сек,1 520 000 - 1 900 000 руб.,Petrol,5,165 Nm
Mazda,626,2.0L Inline-4,"2,000 cc",140 л.с.,190 km/h,9.5 сек,1 368 000 - 1 672 000 руб.,Petrol,5,180 Nm
Mazda,929,3.0L V6,"3,000 cc",205 л.с.,220 km/h,8.0 сек,1 900 000 - 2 280 000 руб.,Petrol,5,270 Nm
Mazda,Luce,1.8L Rotary,"1,800 cc",135 л.с.,180 km/h,10.5 сек,1 140 000 - 1 520 000 руб.,Petrol,5,170 Nm
Mazda,Capella,1.6L Inline-4,"1,600 cc",110 л.с.,175 km/h,11.2 сек,1 064 000 - 1 368 000 руб.,Petrol,5,145 Nm
Mazda,Carol,660cc Inline-3,660 cc,63 л.с.,140 km/h,15.5 сек,684 000 - 912 000 руб.,Petrol,4,90 Nm
Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657 cc,63 л.с.,140 km/h,11.0 сек,912 000 - 1 368 000 руб.,Petrol,2,85 Nm
Mazda,Spiano,660cc Inline-3,660 cc,54 л.с.,130 km/h,16.0 сек,608 000 - 760 000 руб.,Petrol,4,80 Nm
Mazda,Verisa,1.5L Inline-4,"1,500 cc",113 л.с.,170 km/h,11.0 сек,1 064 000 - 1 368 000 руб.,Petrol,5,140 Nm
Mazda,MX-6,2.5L V6,"2,500 cc",164 л.с.,210 km/h,8.8 сек,1 368 000 - 1 824 000 руб.,Petrol,4,215 Nm
Mazda,MPV,3.0L V6,"3,000 cc",200 л.с.,185 km/h,9.5 сек,1 900 000 - 2 280 000 руб.,Petrol,7,265 Nm
Mazda,Proceed Marvie,2.6L Inline-4,"2,600 cc",120 л.с.,160 km/h,12.0 сек,1 520 000 - 1 900 000 руб.,Petrol,5,200 Nm
Mazda,Sentia,3.0L V6,"3,000 cc",200 л.с.,200 km/h,9.0 сек,1 672 000 - 2 128 000 руб.,Petrol,5,265 Nm
Mazda,Cronos,2.5L V6,"2,500 cc",160 л.с.,190 km/h,8.5 сек,1 368 000 - 1 672 000 руб.,Petrol,5,210 Nm
Mazda,Scrum,660cc Inline-3,660 cc,63 л.с.,130 km/h,15.0 сек,684 000 - 836 000 руб.,Petrol,4,85 Nm
Mazda,Parkway,1.8L Inline-4,"1,800 cc",115 л.с.,160 km/h,12.5 сек,1 520 000 - 1 900 000 руб.,Petrol,5,155 Nm
Mazda,Titan (Truck),3.0L Inline-4,"3,000 cc",130 л.с.,120 km/h,15.0 сек,1 900 000 - 2 280 000 руб.,Diesel,2,300 Nm
Mazda,CX-60,2.5L Inline-4,"2,500 cc",187 л.с.,200 km/h,8.5 сек,3 040 000 - 3 420 000 руб.,Petrol/Diesel,5,250 Nm
Mazda,CX-80,3.0L Inline-6,"3,000 cc",250 л.с.,210 km/h,7.5 сек,3 420 000 - 3 800 000 руб.,Petrol,7,400 Nm
Mazda,T1500,1.5L Inline-4,"1,500 cc",75 л.с.,120 km/h,18.0 сек,1 140 000 - 1 368 000 руб.,Petrol,2,105 Nm
Mazda,Bongo Van,2.0L Inline-4,"2,000 cc",100 л.с.,160 km/h,14.0 сек,1 368 000 - 1 672 000 руб.,Petrol/Diesel,3,140 Nm
Mazda,Bongo Friendee,2.5L Inline-4,"2,500 cc",115 л.с.,160 km/h,12.5 сек,1 520 000 - 1 824 000 руб.,Petrol/Diesel,7,160 Nm
Mazda,Revue,1.3L Inline-4,"1,300 cc",75 л.с.,130 km/h,15.5 сек,760 000 - 912 000 руб.,Petrol,5,110 Nm
Mazda,Protegй,1.8L Inline-4,"1,800 cc",125 л.с.,185 km/h,9.0 сек,1 140 000 - 1 368 000 руб.,Petrol,5,170 Nm
Mazda,Xedos 6,2.5L V6,"2,500 cc",170 л.с.,215 km/h,8.5 сек,1 900 000 - 2 280 000 руб.,Petrol,5,230 Nm
Mazda,Xedos 9,3.0L V6,"3,000 cc",200 л.с.,220 km/h,7.5 сек,2 280 000 - 2 660 000 руб.,Petrol,5,260 Nm
Mazda,121,1.3L Inline-4,"1,300 cc",70 л.с.,155 km/h,13.0 сек,912 000 - 1 140 000 руб.,Petrol,5,110 Nm
Mazda,1200,1.2L Inline-4,"1,200 cc",60 л.с.,130 km/h,16.0 сек,760 000 - 912 000 руб.,Petrol,4,90 Nm
Mazda,1500,1.5L Inline-4,"1,500 cc",85 л.с.,145 km/h,14.0 сек,912 000 - 1 140 000 руб.,Petrol,5,120 Nm
Mazda,RX-2,1.3L Inline-2 (Wankel),"1,308 cc",130 л.с.,185 km/h,8.5 сек,1 520 000 - 1 900 000 руб.,Petrol,4,220 Nm
Mazda,RX-5,1.6L Inline-2 (Wankel),"1,588 cc",135 л.с.,190 km/h,8.0 сек,1 900 000 - 2 280 000 руб.,Petrol,4,210 Nm
Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),"1,308 cc",280 л.с.,250 km/h,5.5 сек,2 660 000 - 3 040 000 руб.,Petrol,2,290 Nm
Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),"1,000 cc",110 л.с.,170 km/h,10.0 сек,2 280 000 - 2 660 000 руб.,Petrol,2,150 Nm
Mazda,Eunos 500,2.0L Inline-4,"1,998 cc",135 л.с.,200 km/h,9.0 сек,1 900 000 - 2 128 000 руб.,Petrol,5,170 Nm
Mazda,Eunos Roadster,1.6L Inline-4,"1,590 cc",116 л.с.,180 km/h,9.5 сек,1 140 000 - 1 368 000 руб.,Petrol,2,140 Nm
Mazda,Familia Astina,1.8L Inline-4,"1,800 cc",135 л.с.,200 km/h,8.5 сек,1 520 000 - 1 672 000 руб.,Petrol,5,170 Nm
Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),"1,308 cc",165 л.с.,230 km/h,7.5 сек,2 128 000 - 2 432 000 руб.,Petrol,2,230 Nm
Mazda,Capella Cargo,2.0L Inline-4,"2,000 cc",115 л.с.,180 km/h,12.0 сек,1 368 000 - 1 672 000 руб.,Petrol,4,160 Nm
Mazda,818,1.6L Inline-4,"1,600 cc",100 л.с.,170 km/h,12.5 сек,1 064 000 - 1 368 000 руб.,Petrol,5,130 Nm
Mazda,Sentia Hardtop Coupe,2.5L V6,"2,500 cc",160 л.с.,210 km/h,8.0 сек,2 280 000 - 2 660 000 руб.,Petrol,4,220 Nm
Mazda,Biante,2.0L Inline-4,"2,000 cc",150 л.с.,185 km/h,10.0 сек,1 672 000 - 1 976 000 руб.,Petrol,7,200 Nm
Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,"1,308 cc",200 л.с.,180 km/h,9.5 сек,3 040 000 - 3 420 000 руб.,Hybrid,5,260 Nm
Mazda,Carol P360,0.36L Inline-2,360 cc,26 л.с.,85 km/h,35.0 сек,608 000 - 760 000 руб.,Petrol,4,45 Nm
Mazda,T2000,2.0L Inline-4,"2,000 cc",110 л.с.,170 km/h,12.5 сек,1 368 000 - 1 520 000 руб.,Petrol,2,160 Nm
Mazda,AZ-Offroad,1.3L Inline-4,"1,298 cc",85 л.с.,145 km/h,12.0 сек,1 140 000 - 1 368 000 руб.,Petrol,5,130 Nm
Mazda,Scrum Wagon,0.66L Inline-3,657 cc,64 л.с.,120 km/h,15.5 сек,760 000 - 912 000 руб.,Petrol,4,95 Nm
Mazda,Persona,1.5L Inline-4,"1,497 cc",92 л.с.,160 km/h,13.5 сек,988 000 - 1 216 000 руб.,Petrol,5,130 Nm
Mazda,Astina,1.8L Inline-4,"1,800 cc",140 л.с.,190 km/h,8.5 сек,1 520 000 - 1 824 000 руб.,Petrol,5,160 Nm
Mazda,Etude,1.6L Inline-4,"1,598 cc",105 л.с.,170 km/h,10.0 сек,1 064 000 - 1 216 000 руб.,Petrol,5,135 Nm
Mazda,Porter,1.5L Inline-4,"1,497 cc",95 л.с.,130 km/h,14.0 сек,912 000 - 1 140 000 руб.,Petrol,2,130 Nm
Mazda,MX-3,1.6L Inline-4,"1,598 cc",130 л.с.,190 km/h,8.5 сек,1 368 000 - 1 672 000 руб.,Petrol,4,140 Nm
Mazda,MX-5 Superlight Concept,1.8L Inline-4,"1,798 cc",143 л.с.,200 km/h,7.5 сек,2 280 000 - 2 660 000 руб.,Petrol,2,160 Nm
Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,"1,308 cc",200 л.с.,180 km/h,9.5 сек,3 040 000 - 3 420 000 руб.,Hybrid,5,260 Nm
Mazda,Bongo Truck,2.0L Inline-4,"1,998 cc",120 л.с.,130 km/h,15.0 сек,1 140 000 - 1 368 000 руб.,Petrol,2,150 Nm
Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,"1,308 cc",130 л.с.,150 km/h,14.5 сек,1 368 000 - 1 672 000 руб.,Petrol,2,160 Nm
Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,"1,308 cc",135 л.с.,175 km/h,12.0 сек,1 900 000 - 2 280 000 руб.,Petrol,4,180 Nm
Mazda,Millenia S,2.5L V6,"2,500 cc",200 л.с.,220 km/h,8.0 сек,2 280 000 - 2 660 000 руб.,Petrol,5,250 Nm
Mazda,787B (Race Car),2.6L Wankel Rotary Engine,"2,620 cc",700 л.с.,320 km/h,3.5 сек,380 000 000 - 532 000 000 руб.,Petrol,1,500 Nm
Toyota,Crown Signia,2.5L Hybrid I4,2487 cc,240 л.с.,180 km/h,7.6 сек,3 312 840 – 3 648 000 руб.,Hybrid (Gas + Electric),5,239 Nm
Toyota,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),2393 cc + Battery,326 л.с.,180 km/h,6.8 сек,3 800 000 руб.,Hybrid,7,630 Nm
Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,1987 cc / Hybrid batt,169 – 196 л.с.,190 km/h,8.0 – 9.2 сек,1 915 960 – 2 214 260 руб.,Gas / Hybrid,5,190 – 210 Nm
Toyota,C-HR+ ,1.8L / 2.0L Hybrid,1798 / 1987 cc + batt,140 – 198 л.с.,180 km/h,7.9 – 10.5 сек,Ђ 2 508 000 руб.,Hybrid,5,190 – 205 Nm
Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,2487 cc + batt,219 – 302 л.с.,200 km/h,6.0 – 8.1 сек,2 204 000 – 3 268 000 руб.,Hybrid / Plug-in,5,221 – 400 Nm
